target,text
1,"Subject: Invitation to the Annual Company PicnicDear Employees,It's that time of the year again! We're excited to invite you and your families to our annual company picnic. Join us for a day of fun, games, and great food. Please RSVP to confirm your attendance.Warmest wishes,HR Department"
0,"Subject: Invitation to the Annual Company PicnicDear Employees,It's that time of the year again! We're excited to invite you and your families to our annual company picnic. Join us for a day of fun, games, and great food. Please RSVP to confirm your attendance.Warmest wishes,HR Department"
0,"Subject: Monthly Newsletter - October EditionHello Subscribers,Our October newsletter is now available! In this edition, you'll find the latest industry trends, company updates, and helpful tips. We hope you enjoy reading it. Feel free to share your thoughts with us.Warmest regards,Newsletter Team"
1,"Subject: Monthly Newsletter - October EditionHello Subscribers,Our October newsletter is now available! In this edition, you'll find the latest industry trends, company updates, and helpful tips. We hope you enjoy reading it. Feel free to share your thoughts with us.Warmest regards,Newsletter Team"
0,"Subject: Invitation to Charity Fundraising EventDear Friends,We're excited to invite you to our upcoming charity fundraising event to support a great cause. Your presence and contribution can make a significant difference. Please see the attached invitation for event details. We look forward to seeing you there.Sincerely,Event Organizers"
0,You alll died
0,Subject: Invitation to Charity Fundraising Event
0,"['rfmodel.pkl', 'knmodel.pkl', 'gbdtmodel.pkl','etcmodel.pkl']"
0,"Subject: Your PayPal Account Requires Immediate Attention!Dear PayPal User,Your PayPal account has been temporarily suspended due to suspicious activity. To restore your account, click the link below and provide your login details, including your password and security questions. Failure to do so may result in permanent account closure.Sincerely,PayPal Support Team"
1,"Subject: Your PayPal Account Requires Immediate Attention!Dear PayPal User,Your PayPal account has been temporarily suspended due to suspicious activity. To restore your account, click the link below and provide your login details, including your password and security questions. Failure to do so may result in permanent account closure.Sincerely,PayPal Support Team"
0,"Subject: Win a Million Dollars - Claim Your Prize Today!Greetings,You've been selected as the lucky winner of one million dollars! All you need to do is provide your bank account information to claim your prize. Act quickly; this is a once-in-a-lifetime opportunity!Warm regards,Prize Claims Department"
0,"Congratulations! You've won $1,000!"
1,"Congratulations! You've won $1,000!"
0,"""Congratulations! You've won $1,000!"""
1,"""Congratulations! You've won $1,000!"""
1,"Subject: Urgent: Limited Time Offer - Discounted Medications!Hello,Our pharmacy is offering a limited-time promotion on a wide range of prescription medications. Save up to 80% on popular drugs like Viagra, Cialis, and more. To take advantage of these incredible discounts, click on the link below. Act now, this offer won't last long!Best regards,Discount Meds Online"
0,"Subject: Urgent: Limited Time Offer - Discounted Medications!Hello,Our pharmacy is offering a limited-time promotion on a wide range of prescription medications. Save up to 80% on popular drugs like Viagra, Cialis, and more. To take advantage of these incredible discounts, click on the link below. Act now, this offer won't last long!Best regards,Discount Meds Online"
1,"Subject: Congratulations, You've Won a Free Cruise Vacation!Dear Lucky Winner,We are excited to inform you that you've been selected as the grand prize winner of our exclusive cruise vacation giveaway! You and a guest will enjoy an all-expenses-paid, luxury cruise to the Caribbean. To claim your prize, simply provide your personal and bank details. Don't miss this incredible opportunity!Sincerely,The Cruise Sweepstakes Team"
1,"Subject: Invitation to the Annual Company PicnicDear Employees,It's that time of the year again! We're excited to invite you and your families to our annual company picnic. Join us for a day of fun, games, and great food. Please RSVP to confirm your attendance.Warmest wishes,HR Department"
0,"Subject: Invitation to the Annual Company PicnicDear Employees,It's that time of the year again! We're excited to invite you and your families to our annual company picnic. Join us for a day of fun, games, and great food. Please RSVP to confirm your attendance.Warmest wishes,HR Department"
0,"Subject: Monthly Newsletter - October EditionHello Subscribers,Our October newsletter is now available! In this edition, you'll find the latest industry trends, company updates, and helpful tips. We hope you enjoy reading it. Feel free to share your thoughts with us.Warmest regards,Newsletter Team"
1,"Subject: Monthly Newsletter - October EditionHello Subscribers,Our October newsletter is now available! In this edition, you'll find the latest industry trends, company updates, and helpful tips. We hope you enjoy reading it. Feel free to share your thoughts with us.Warmest regards,Newsletter Team"
0,"Subject: Invitation to Charity Fundraising EventDear Friends,We're excited to invite you to our upcoming charity fundraising event to support a great cause. Your presence and contribution can make a significant difference. Please see the attached invitation for event details. We look forward to seeing you there.Sincerely,Event Organizers"
0,You alll died
0,Subject: Invitation to Charity Fundraising Event
0,"['rfmodel.pkl', 'knmodel.pkl', 'gbdtmodel.pkl','etcmodel.pkl']"
0,"Subject: Your PayPal Account Requires Immediate Attention!Dear PayPal User,Your PayPal account has been temporarily suspended due to suspicious activity. To restore your account, click the link below and provide your login details, including your password and security questions. Failure to do so may result in permanent account closure.Sincerely,PayPal Support Team"
1,"Subject: Your PayPal Account Requires Immediate Attention!Dear PayPal User,Your PayPal account has been temporarily suspended due to suspicious activity. To restore your account, click the link below and provide your login details, including your password and security questions. Failure to do so may result in permanent account closure.Sincerely,PayPal Support Team"
0,"Subject: Win a Million Dollars - Claim Your Prize Today!Greetings,You've been selected as the lucky winner of one million dollars! All you need to do is provide your bank account information to claim your prize. Act quickly; this is a once-in-a-lifetime opportunity!Warm regards,Prize Claims Department"
0,"Congratulations! You've won $1,000!"
1,"Congratulations! You've won $1,000!"
0,"""Congratulations! You've won $1,000!"""
1,"""Congratulations! You've won $1,000!"""
1,"Subject: Urgent: Limited Time Offer - Discounted Medications!Hello,Our pharmacy is offering a limited-time promotion on a wide range of prescription medications. Save up to 80% on popular drugs like Viagra, Cialis, and more. To take advantage of these incredible discounts, click on the link below. Act now, this offer won't last long!Best regards,Discount Meds Online"
0,"Subject: Urgent: Limited Time Offer - Discounted Medications!Hello,Our pharmacy is offering a limited-time promotion on a wide range of prescription medications. Save up to 80% on popular drugs like Viagra, Cialis, and more. To take advantage of these incredible discounts, click on the link below. Act now, this offer won't last long!Best regards,Discount Meds Online"
1,"Subject: Congratulations, You've Won a Free Cruise Vacation!Dear Lucky Winner,We are excited to inform you that you've been selected as the grand prize winner of our exclusive cruise vacation giveaway! You and a guest will enjoy an all-expenses-paid, luxury cruise to the Caribbean. To claim your prize, simply provide your personal and bank details. Don't miss this incredible opportunity!Sincerely,The Cruise Sweepstakes Team"
1,"Subject: Exclusive Investment Opportunity - Guaranteed Returns!Dear Investor,We have a unique investment opportunity that guarantees high returns within a short period. Invest now and watch your money grow exponentially. Don't miss out on this chance to secure your financial future. Reply to this email for more information.Sincerely,Investment Gurus Ltd."
1,"Subject: Win a Million Dollars - Claim Your Prize Today!Greetings,You've been selected as the lucky winner of one million dollars! All you need to do is provide your bank account information to claim your prize. Act quickly; this is a once-in-a-lifetime opportunity!Warm regards,Prize Claims Department"
1,"Subject:New blog post: 5 tips for writing effective email marketing campaignsBody:Hi [Your Name],I'm excited to share my latest blog post with you: 5 tips for writing effective email marketing campaigns. In this post, I share some of my favorite tips for writing emails that will get your subscribers to open, read, and click.Check out the post here: [Blog link]Thanks for reading!"
1,"Subject:New blog post: 5 tips for writing effective email marketing campaignsBody:Hi [Your Name],I'm excited to share my latest blog post with you: 5 tips for writing effective email marketing campaigns. In this post, I share some of my favorite tips for writing emails that will get your subscribers to open, read, and click.Check out the post here: [Blog link]Thanks for reading!"
1,"Subject:WORK FROM HOME AND MAKE $5,000 PER WEEK!Body:Dear [Your Name],Are you tired of your boring 9-to-5 job? Do you want to make money from home and set your own hours? If so, we have the opportunity for you!Our company is looking for people to work from home and help us with our customer service team. We are offering a competitive salary and benefits package, and you can start working immediately.To apply for this position, simply click on the following link and fill out the application:[Malicious link]This opportunity will not last long, so apply today!Sincerely,The [Company Name] Team"
1,"Subject:New blog post: 5 tips for writing effective email marketing campaignsBody:Hi [Your Name],I'm excited to share my latest blog post with you: 5 tips for writing effective email marketing campaigns. In this post, I share some of my favorite tips for writing emails that will get your subscribers to open, read, and click.Check out the post here: [Blog link]Thanks for reading!"
1,"Subject:WORK FROM HOME AND MAKE $5,000 PER WEEK!Body:Dear [Your Name],Are you tired of your boring 9-to-5 job? Do you want to make money from home and set your own hours? If so, we have the opportunity for you!Our company is looking for people to work from home and help us with our customer service team. We are offering a competitive salary and benefits package, and you can start working immediately.To apply for this position, simply click on the following link and fill out the application:[Malicious link]This opportunity will not last long, so apply today!Sincerely,The [Company Name] Team"
0,"Subject:WORK FROM HOME AND MAKE $5,000 PER WEEK!Body:Dear [Your Name],Are you tired of your boring 9-to-5 job? Do you want to make money from home and set your own hours? If so, we have the opportunity for you!Our company is looking for people to work from home and help us with our customer service team. We are offering a competitive salary and benefits package, and you can start working immediately.To apply for this position, simply click on the following link and fill out the application:[Malicious link]This opportunity will not last long, so apply today!Sincerely,The [Company Name] Team"
1,"Subject:New blog post: 5 tips for writing effective email marketing campaignsBody:Hi [Your Name],I'm excited to share my latest blog post with you: 5 tips for writing effective email marketing campaigns. In this post, I share some of my favorite tips for writing emails that will get your subscribers to open, read, and click.Check out the post here: [Blog link]Thanks for reading!"
1,"Subject:WORK FROM HOME AND MAKE $5,000 PER WEEK!Body:Dear [Your Name],Are you tired of your boring 9-to-5 job? Do you want to make money from home and set your own hours? If so, we have the opportunity for you!Our company is looking for people to work from home and help us with our customer service team. We are offering a competitive salary and benefits package, and you can start working immediately.To apply for this position, simply click on the following link and fill out the application:[Malicious link]This opportunity will not last long, so apply today!Sincerely,The [Company Name] Team"
0,"Subject:WORK FROM HOME AND MAKE $5,000 PER WEEK!Body:Dear [Your Name],Are you tired of your boring 9-to-5 job? Do you want to make money from home and set your own hours? If so, we have the opportunity for you!Our company is looking for people to work from home and help us with our customer service team. We are offering a competitive salary and benefits package, and you can start working immediately.To apply for this position, simply click on the following link and fill out the application:[Malicious link]This opportunity will not last long, so apply today!Sincerely,The [Company Name] Team"
1,"Subject:New product announcement: Introducing the new [Product Name]Body:Hi [Your Name],We're excited to announce the launch of our new product, the [Product Name]! The [Product Name] is a [Product description].To learn more about the [Product Name] and to place an order, please visit our website: [Website link]Thanks for your support!Best,[Your Name]"
1,"Subject:New blog post: 5 tips for writing effective email marketing campaignsBody:Hi [Your Name],I'm excited to share my latest blog post with you: 5 tips for writing effective email marketing campaigns. In this post, I share some of my favorite tips for writing emails that will get your subscribers to open, read, and click.Check out the post here: [Blog link]Thanks for reading!"
1,"Subject:WORK FROM HOME AND MAKE $5,000 PER WEEK!Body:Dear [Your Name],Are you tired of your boring 9-to-5 job? Do you want to make money from home and set your own hours? If so, we have the opportunity for you!Our company is looking for people to work from home and help us with our customer service team. We are offering a competitive salary and benefits package, and you can start working immediately.To apply for this position, simply click on the following link and fill out the application:[Malicious link]This opportunity will not last long, so apply today!Sincerely,The [Company Name] Team"
0,"Subject:WORK FROM HOME AND MAKE $5,000 PER WEEK!Body:Dear [Your Name],Are you tired of your boring 9-to-5 job? Do you want to make money from home and set your own hours? If so, we have the opportunity for you!Our company is looking for people to work from home and help us with our customer service team. We are offering a competitive salary and benefits package, and you can start working immediately.To apply for this position, simply click on the following link and fill out the application:[Malicious link]This opportunity will not last long, so apply today!Sincerely,The [Company Name] Team"
1,"Subject:New product announcement: Introducing the new [Product Name]Body:Hi [Your Name],We're excited to announce the launch of our new product, the [Product Name]! The [Product Name] is a [Product description].To learn more about the [Product Name] and to place an order, please visit our website: [Website link]Thanks for your support!Best,[Your Name]"
0,"Subject:New product announcement: Introducing the new [Product Name]Body:Hi [Your Name],We're excited to announce the launch of our new product, the [Product Name]! The [Product Name] is a [Product description].To learn more about the [Product Name] and to place an order, please visit our website: [Website link]Thanks for your support!Best,[Your Name]"
1,"Subject:New blog post: 5 tips for writing effective email marketing campaignsBody:Hi [Your Name],I'm excited to share my latest blog post with you: 5 tips for writing effective email marketing campaigns. In this post, I share some of my favorite tips for writing emails that will get your subscribers to open, read, and click.Check out the post here: [Blog link]Thanks for reading!"
1,"Subject:WORK FROM HOME AND MAKE $5,000 PER WEEK!Body:Dear [Your Name],Are you tired of your boring 9-to-5 job? Do you want to make money from home and set your own hours? If so, we have the opportunity for you!Our company is looking for people to work from home and help us with our customer service team. We are offering a competitive salary and benefits package, and you can start working immediately.To apply for this position, simply click on the following link and fill out the application:[Malicious link]This opportunity will not last long, so apply today!Sincerely,The [Company Name] Team"
0,"Subject:WORK FROM HOME AND MAKE $5,000 PER WEEK!Body:Dear [Your Name],Are you tired of your boring 9-to-5 job? Do you want to make money from home and set your own hours? If so, we have the opportunity for you!Our company is looking for people to work from home and help us with our customer service team. We are offering a competitive salary and benefits package, and you can start working immediately.To apply for this position, simply click on the following link and fill out the application:[Malicious link]This opportunity will not last long, so apply today!Sincerely,The [Company Name] Team"
1,"Subject:New product announcement: Introducing the new [Product Name]Body:Hi [Your Name],We're excited to announce the launch of our new product, the [Product Name]! The [Product Name] is a [Product description].To learn more about the [Product Name] and to place an order, please visit our website: [Website link]Thanks for your support!Best,[Your Name]"
0,"Subject:New product announcement: Introducing the new [Product Name]Body:Hi [Your Name],We're excited to announce the launch of our new product, the [Product Name]! The [Product Name] is a [Product description].To learn more about the [Product Name] and to place an order, please visit our website: [Website link]Thanks for your support!Best,[Your Name]"
0,"Subject:RE: IMPORTANT INFORMATION ABOUT YOUR ACCOUNTBody:Dear [Your Name],We have detected some unusual activity on your account, and we have temporarily suspended it for your protection. To reactivate your account, please click on the following link and verify your identity:[Malicious link]If you do not verify your identity within 24 hours, your account will be permanently suspended.Sincerely,The [Bank Name] Team"
1,"Subject:New blog post: 5 tips for writing effective email marketing campaignsBody:Hi [Your Name],I'm excited to share my latest blog post with you: 5 tips for writing effective email marketing campaigns. In this post, I share some of my favorite tips for writing emails that will get your subscribers to open, read, and click.Check out the post here: [Blog link]Thanks for reading!"
1,"Subject:WORK FROM HOME AND MAKE $5,000 PER WEEK!Body:Dear [Your Name],Are you tired of your boring 9-to-5 job? Do you want to make money from home and set your own hours? If so, we have the opportunity for you!Our company is looking for people to work from home and help us with our customer service team. We are offering a competitive salary and benefits package, and you can start working immediately.To apply for this position, simply click on the following link and fill out the application:[Malicious link]This opportunity will not last long, so apply today!Sincerely,The [Company Name] Team"
0,"Subject:WORK FROM HOME AND MAKE $5,000 PER WEEK!Body:Dear [Your Name],Are you tired of your boring 9-to-5 job? Do you want to make money from home and set your own hours? If so, we have the opportunity for you!Our company is looking for people to work from home and help us with our customer service team. We are offering a competitive salary and benefits package, and you can start working immediately.To apply for this position, simply click on the following link and fill out the application:[Malicious link]This opportunity will not last long, so apply today!Sincerely,The [Company Name] Team"
1,"Subject:New product announcement: Introducing the new [Product Name]Body:Hi [Your Name],We're excited to announce the launch of our new product, the [Product Name]! The [Product Name] is a [Product description].To learn more about the [Product Name] and to place an order, please visit our website: [Website link]Thanks for your support!Best,[Your Name]"
0,"Subject:New product announcement: Introducing the new [Product Name]Body:Hi [Your Name],We're excited to announce the launch of our new product, the [Product Name]! The [Product Name] is a [Product description].To learn more about the [Product Name] and to place an order, please visit our website: [Website link]Thanks for your support!Best,[Your Name]"
0,"Subject:RE: IMPORTANT INFORMATION ABOUT YOUR ACCOUNTBody:Dear [Your Name],We have detected some unusual activity on your account, and we have temporarily suspended it for your protection. To reactivate your account, please click on the following link and verify your identity:[Malicious link]If you do not verify your identity within 24 hours, your account will be permanently suspended.Sincerely,The [Bank Name] Team"
1,"Subject:RE: IMPORTANT INFORMATION ABOUT YOUR ACCOUNTBody:Dear [Your Name],We have detected some unusual activity on your account, and we have temporarily suspended it for your protection. To reactivate your account, please click on the following link and verify your identity:[Malicious link]If you do not verify your identity within 24 hours, your account will be permanently suspended.Sincerely,The [Bank Name] Team"
1,Subject: Your credit card information has been compromised!Body: Please call us immediately at 1-800-555-1212 to update your information.
1,Subject: Your credit card information has been compromised!Body: Please call us immediately at 1-800-555-1212 to update your information.
0,"Subject: New project updateBody: Hi team, I'm writing to update you on the new project. We've made a lot of progress in the past week, and I'm excited to share some of the updates with you."
1,Subject: Your credit card information has been compromised!Body: Please call us immediately at 1-800-555-1212 to update your information.
0,"Subject: New project updateBody: Hi team, I'm writing to update you on the new project. We've made a lot of progress in the past week, and I'm excited to share some of the updates with you."
1,Subject: Act now and get a free gift with your purchase!Body: Order today and receive a free gift with your order. Click here for more details.
1,Subject: Your credit card information has been compromised!Body: Please call us immediately at 1-800-555-1212 to update your information.
0,"Subject: New project updateBody: Hi team, I'm writing to update you on the new project. We've made a lot of progress in the past week, and I'm excited to share some of the updates with you."
1,Subject: Act now and get a free gift with your purchase!Body: Order today and receive a free gift with your order. Click here for more details.
0,"Subject: How can I help?Body: Hi [name], I'm writing to see if there's anything I can do to help you with the new project. Please let me know if there's anything I can do."
1,Subject: Your credit card information has been compromised!Body: Please call us immediately at 1-800-555-1212 to update your information.
0,"Subject: New project updateBody: Hi team, I'm writing to update you on the new project. We've made a lot of progress in the past week, and I'm excited to share some of the updates with you."
1,Subject: Act now and get a free gift with your purchase!Body: Order today and receive a free gift with your order. Click here for more details.
0,"Subject: How can I help?Body: Hi [name], I'm writing to see if there's anything I can do to help you with the new project. Please let me know if there's anything I can do."
1,"Subject: You're pre-approved for a $50,000 loan!Body: Dear [name], You've been pre-approved for a $50,000 loan with a low interest rate. Click here to learn more and apply now!"
1,Subject: Your credit card information has been compromised!Body: Please call us immediately at 1-800-555-1212 to update your information.
0,"Subject: New project updateBody: Hi team, I'm writing to update you on the new project. We've made a lot of progress in the past week, and I'm excited to share some of the updates with you."
1,Subject: Act now and get a free gift with your purchase!Body: Order today and receive a free gift with your order. Click here for more details.
0,"Subject: How can I help?Body: Hi [name], I'm writing to see if there's anything I can do to help you with the new project. Please let me know if there's anything I can do."
1,"Subject: You're pre-approved for a $50,000 loan!Body: Dear [name], You've been pre-approved for a $50,000 loan with a low interest rate. Click here to learn more and apply now!"
1,Body: Our new diet pills are the fastest and easiest way to lose weight. Try them risk-free today!Subject: Your credit card has been compromised!
1,Subject: Your credit card information has been compromised!Body: Please call us immediately at 1-800-555-1212 to update your information.
0,"Subject: New project updateBody: Hi team, I'm writing to update you on the new project. We've made a lot of progress in the past week, and I'm excited to share some of the updates with you."
1,Subject: Act now and get a free gift with your purchase!Body: Order today and receive a free gift with your order. Click here for more details.
0,"Subject: How can I help?Body: Hi [name], I'm writing to see if there's anything I can do to help you with the new project. Please let me know if there's anything I can do."
1,"Subject: You're pre-approved for a $50,000 loan!Body: Dear [name], You've been pre-approved for a $50,000 loan with a low interest rate. Click here to learn more and apply now!"
1,Body: Our new diet pills are the fastest and easiest way to lose weight. Try them risk-free today!Subject: Your credit card has been compromised!
0,"Subject: Important security update for your Google accountBody: Hi [name], We're writing to let you know about an important security update for your Google account. To keep your account safe, we're asking you to reset your password. Click the link below to reset your password now."
1,Subject: Your credit card information has been compromised!Body: Please call us immediately at 1-800-555-1212 to update your information.
0,"Subject: New project updateBody: Hi team, I'm writing to update you on the new project. We've made a lot of progress in the past week, and I'm excited to share some of the updates with you."
1,Subject: Act now and get a free gift with your purchase!Body: Order today and receive a free gift with your order. Click here for more details.
0,"Subject: How can I help?Body: Hi [name], I'm writing to see if there's anything I can do to help you with the new project. Please let me know if there's anything I can do."
1,"Subject: You're pre-approved for a $50,000 loan!Body: Dear [name], You've been pre-approved for a $50,000 loan with a low interest rate. Click here to learn more and apply now!"
1,Body: Our new diet pills are the fastest and easiest way to lose weight. Try them risk-free today!Subject: Your credit card has been compromised!
0,"Subject: Important security update for your Google accountBody: Hi [name], We're writing to let you know about an important security update for your Google account. To keep your account safe, we're asking you to reset your password. Click the link below to reset your password now."
0,"Subject: Reminder about your upcoming appointmentBody: Hi [name], This is a reminder about your upcoming appointment with [doctor's name] on [date] at [time]. Please arrive 15 minutes early to check in."
1,"Subject: Important Update - New Company Policies Dear Team, We've recently updated our company policies to better serve our employees and clients. Please take a moment to review the attached document, and if you have any questions or concerns, feel free to reach out to HR. Your feedback is highly appreciated. Best regards, HR Department"
1,"Subject: Important Update - New Company PoliciesDear Team,We've recently updated our company policies to better serve our employees and clients. Please take a moment to review the attached document, and if you have any questions or concerns, feel free to reach out to HR. Your feedback is highly appreciated.Best regards,HR Department"
1,"Subject: Important Update - New Company PoliciesDear Team,We've recently updated our company policies to better serve our employees and clients. Please take a moment to review the attached document, and if you have any questions or concerns, feel free to reach out to HR. Your feedback is highly appreciated.Best regards,HR Department"
0,"Subject: Project Update Meeting - Agenda and ScheduleHello Team,We have scheduled a project update meeting for next week to discuss the latest developments and plan for the upcoming milestones. Please find the attached agenda and proposed schedule. Your input and participation are crucial for our project's success.Best regards,Project Manager"
1,"Subject: Important Update - New Company PoliciesDear Team,We've recently updated our company policies to better serve our employees and clients. Please take a moment to review the attached document, and if you have any questions or concerns, feel free to reach out to HR. Your feedback is highly appreciated.Best regards,HR Department"
0,"Subject: Project Update Meeting - Agenda and ScheduleHello Team,We have scheduled a project update meeting for next week to discuss the latest developments and plan for the upcoming milestones. Please find the attached agenda and proposed schedule. Your input and participation are crucial for our project's success.Best regards,Project Manager"
1,"Subject: Congratulations, You've Won a Free Cruise Vacation! Dear Lucky Winner, We are excited to inform you that you've been selected as the grand prize winner of our exclusive cruise vacation giveaway! You and a guest will enjoy an all-expenses-paid, luxury cruise to the Caribbean. To claim your prize, simply provide your personal and bank details. Don't miss this incredible opportunity! Sincerely, The Cruise Sweepstakes Team"
1,"Subject: Important Update - New Company PoliciesDear Team,We've recently updated our company policies to better serve our employees and clients. Please take a moment to review the attached document, and if you have any questions or concerns, feel free to reach out to HR. Your feedback is highly appreciated.Best regards,HR Department"
0,"Subject: Project Update Meeting - Agenda and ScheduleHello Team,We have scheduled a project update meeting for next week to discuss the latest developments and plan for the upcoming milestones. Please find the attached agenda and proposed schedule. Your input and participation are crucial for our project's success.Best regards,Project Manager"
1,"Subject: Congratulations, You've Won a Free Cruise Vacation! Dear Lucky Winner, We are excited to inform you that you've been selected as the grand prize winner of our exclusive cruise vacation giveaway! You and a guest will enjoy an all-expenses-paid, luxury cruise to the Caribbean. To claim your prize, simply provide your personal and bank details. Don't miss this incredible opportunity! Sincerely, The Cruise Sweepstakes Team"
0,"Subject: Congratulations, You've Won a Free Cruise Vacation! Dear Lucky Winner, We are excited to inform you that you've been selected as the grand prize winner of our exclusive cruise vacation giveaway! You and a guest will enjoy an all-expenses-paid, luxury cruise to the Caribbean. To claim your prize, simply provide your personal and bank details. Don't miss this incredible opportunity! Sincerely, The Cruise Sweepstakes Team"
1,"Subject: Important Update - New Company PoliciesDear Team,We've recently updated our company policies to better serve our employees and clients. Please take a moment to review the attached document, and if you have any questions or concerns, feel free to reach out to HR. Your feedback is highly appreciated.Best regards,HR Department"
0,"Subject: Project Update Meeting - Agenda and ScheduleHello Team,We have scheduled a project update meeting for next week to discuss the latest developments and plan for the upcoming milestones. Please find the attached agenda and proposed schedule. Your input and participation are crucial for our project's success.Best regards,Project Manager"
1,"Subject: Congratulations, You've Won a Free Cruise Vacation! Dear Lucky Winner, We are excited to inform you that you've been selected as the grand prize winner of our exclusive cruise vacation giveaway! You and a guest will enjoy an all-expenses-paid, luxury cruise to the Caribbean. To claim your prize, simply provide your personal and bank details. Don't miss this incredible opportunity! Sincerely, The Cruise Sweepstakes Team"
0,"Subject: Congratulations, You've Won a Free Cruise Vacation! Dear Lucky Winner, We are excited to inform you that you've been selected as the grand prize winner of our exclusive cruise vacation giveaway! You and a guest will enjoy an all-expenses-paid, luxury cruise to the Caribbean. To claim your prize, simply provide your personal and bank details. Don't miss this incredible opportunity! Sincerely, The Cruise Sweepstakes Team"
1,"Subject: Urgent: Limited Time Offer - Discounted Medications! Hello, Our pharmacy is offering a limited-time promotion on a wide range of prescription medications. Save up to 80% on popular drugs like Viagra, Cialis, and more. To take advantage of these incredible discounts, click on the link below. Act now, this offer won't last long! Best regards, Discount Meds Online"
1,"Subject: Important Update - New Company PoliciesDear Team,We've recently updated our company policies to better serve our employees and clients. Please take a moment to review the attached document, and if you have any questions or concerns, feel free to reach out to HR. Your feedback is highly appreciated.Best regards,HR Department"
0,"Subject: Project Update Meeting - Agenda and ScheduleHello Team,We have scheduled a project update meeting for next week to discuss the latest developments and plan for the upcoming milestones. Please find the attached agenda and proposed schedule. Your input and participation are crucial for our project's success.Best regards,Project Manager"
1,"Subject: Congratulations, You've Won a Free Cruise Vacation! Dear Lucky Winner, We are excited to inform you that you've been selected as the grand prize winner of our exclusive cruise vacation giveaway! You and a guest will enjoy an all-expenses-paid, luxury cruise to the Caribbean. To claim your prize, simply provide your personal and bank details. Don't miss this incredible opportunity! Sincerely, The Cruise Sweepstakes Team"
0,"Subject: Congratulations, You've Won a Free Cruise Vacation! Dear Lucky Winner, We are excited to inform you that you've been selected as the grand prize winner of our exclusive cruise vacation giveaway! You and a guest will enjoy an all-expenses-paid, luxury cruise to the Caribbean. To claim your prize, simply provide your personal and bank details. Don't miss this incredible opportunity! Sincerely, The Cruise Sweepstakes Team"
1,"Subject: Urgent: Limited Time Offer - Discounted Medications! Hello, Our pharmacy is offering a limited-time promotion on a wide range of prescription medications. Save up to 80% on popular drugs like Viagra, Cialis, and more. To take advantage of these incredible discounts, click on the link below. Act now, this offer won't last long! Best regards, Discount Meds Online"
0,"Subject: Urgent: Limited Time Offer - Discounted Medications! Hello, Our pharmacy is offering a limited-time promotion on a wide range of prescription medications. Save up to 80% on popular drugs like Viagra, Cialis, and more. To take advantage of these incredible discounts, click on the link below. Act now, this offer won't last long! Best regards, Discount Meds Online"
1,"Subject: Important Update - New Company PoliciesDear Team,We've recently updated our company policies to better serve our employees and clients. Please take a moment to review the attached document, and if you have any questions or concerns, feel free to reach out to HR. Your feedback is highly appreciated.Best regards,HR Department"
0,"Subject: Project Update Meeting - Agenda and ScheduleHello Team,We have scheduled a project update meeting for next week to discuss the latest developments and plan for the upcoming milestones. Please find the attached agenda and proposed schedule. Your input and participation are crucial for our project's success.Best regards,Project Manager"
1,"Subject: Congratulations, You've Won a Free Cruise Vacation! Dear Lucky Winner, We are excited to inform you that you've been selected as the grand prize winner of our exclusive cruise vacation giveaway! You and a guest will enjoy an all-expenses-paid, luxury cruise to the Caribbean. To claim your prize, simply provide your personal and bank details. Don't miss this incredible opportunity! Sincerely, The Cruise Sweepstakes Team"
0,"Subject: Congratulations, You've Won a Free Cruise Vacation! Dear Lucky Winner, We are excited to inform you that you've been selected as the grand prize winner of our exclusive cruise vacation giveaway! You and a guest will enjoy an all-expenses-paid, luxury cruise to the Caribbean. To claim your prize, simply provide your personal and bank details. Don't miss this incredible opportunity! Sincerely, The Cruise Sweepstakes Team"
1,"Subject: Urgent: Limited Time Offer - Discounted Medications! Hello, Our pharmacy is offering a limited-time promotion on a wide range of prescription medications. Save up to 80% on popular drugs like Viagra, Cialis, and more. To take advantage of these incredible discounts, click on the link below. Act now, this offer won't last long! Best regards, Discount Meds Online"
0,"Subject: Urgent: Limited Time Offer - Discounted Medications! Hello, Our pharmacy is offering a limited-time promotion on a wide range of prescription medications. Save up to 80% on popular drugs like Viagra, Cialis, and more. To take advantage of these incredible discounts, click on the link below. Act now, this offer won't last long! Best regards, Discount Meds Online"
1,"Subject: Exclusive Investment Opportunity - Guaranteed Returns! Dear Investor, We have a unique investment opportunity that guarantees high returns within a short period. Invest now and watch your money grow exponentially. Don't miss out on this chance to secure your financial future. Reply to this email for more information. Sincerely, Investment Gurus Ltd."
1,"Subject: Important Update - New Company PoliciesDear Team,We've recently updated our company policies to better serve our employees and clients. Please take a moment to review the attached document, and if you have any questions or concerns, feel free to reach out to HR. Your feedback is highly appreciated.Best regards,HR Department"
0,"Subject: Project Update Meeting - Agenda and ScheduleHello Team,We have scheduled a project update meeting for next week to discuss the latest developments and plan for the upcoming milestones. Please find the attached agenda and proposed schedule. Your input and participation are crucial for our project's success.Best regards,Project Manager"
1,"Subject: Congratulations, You've Won a Free Cruise Vacation! Dear Lucky Winner, We are excited to inform you that you've been selected as the grand prize winner of our exclusive cruise vacation giveaway! You and a guest will enjoy an all-expenses-paid, luxury cruise to the Caribbean. To claim your prize, simply provide your personal and bank details. Don't miss this incredible opportunity! Sincerely, The Cruise Sweepstakes Team"
